seq	document_id	order_key	order_evidence	step	mtime	lane	bytes	n_math	n_introduced	introduced_top	path
1006	Q00359	3|2026-08-26T10:51:26	3-filename-datestamp		2026-08-26T10:51	phase_measure_theory	11790	50	6	Asat,D_X,ABSENT,d_1000,d_100,UnknownValue	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-105126_zero-lens-what-is-absent-undefined-unrepresented-assumed-away.md
1007	Q00360	3|2026-08-26T10:52:29	3-filename-datestamp		2026-08-26T10:52	phase_measure_theory	8694	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-105229_research-synthesis-zero-lens-infinite-knowledge-space-mithya.md
1008	Q00361	3|2026-08-26T10:56:41	3-filename-datestamp		2026-08-26T10:56	phase_measure_theory	6872	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-105641_zero-lens-analysis-of-ashtavakra-gita.md
1009	Q00362	3|2026-08-26T10:57:17	3-filename-datestamp		2026-08-26T10:57	phase_measure_theory	15698	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-105717_research-synthesis-quine-word-and-object-multi-lens.md
1010	Q00363	3|2026-08-26T11:10:26	3-filename-datestamp		2026-08-26T11:10	phase_measure_theory	17868	43	9	Vidya,Para,Apara,Mithya,Changed,Jagrat,Swapna,Sushupti,Turiya	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-111026_metaphor-change-for-the-model.md
1011	Q00364	3|2026-08-26T11:17:21	3-filename-datestamp		2026-08-26T11:17	phase_measure_theory	45179	107	11	remote,Mistaking,micro,macro,Exhaustion,Installed,Creation,Latent,Shravana,Manana,Nididhyasana	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-111721_research-synthesis-upanishads-as-lens-on-infinite-knowledge-space.md
1012	Q00365	3|2026-08-26T11:21:28	3-filename-datestamp		2026-08-26T11:21	phase_measure_theory	23944	123	8	d_101,NotAssessed,again,KnownDimension,D_Tue,d_13,d_42,Performed	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-112128_zero-lens-as-foundational-epistemic-and-architectural-lens.md
1013	Q00366	3|2026-08-26T11:25:45	3-filename-datestamp		2026-08-26T11:25	phase_measure_theory	23944	123	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-112545_zero-lens-as-foundational-epistemic-and-architectural-lens-duplicate.md
1014	Q00367	3|2026-08-26T11:32:13	3-filename-datestamp		2026-08-26T11:32	phase_measure_theory	20884	122	3	Improve,V_7,P_100	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-113213_lord-lens-infinite-knowledge-space.md
1015	Q00368	3|2026-08-26T11:40:50	3-filename-datestamp		2026-08-26T11:40	phase_measure_theory	18076	72	9	Collection,Gyana,Vigyana,Manifestation,Dissolution,ObservedState_t,see,Enumerative,SecurityRisk	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-114050_ganapati-atharvashirsha-reading.md
1016	Q00369	3|2026-08-26T11:41:01	3-filename-datestamp		2026-08-26T11:41	phase_measure_theory	10936	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-114101_lord-lens-infinite-knowledge-space-and-knowledge-as-element.md
1017	Q00370	3|2026-08-26T11:42:49	3-filename-datestamp		2026-08-26T11:42	phase_measure_theory	11498	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-114249_lord-lens-infinite-knowledge-space-revised-and-deepened.md
1018	Q00371	3|2026-08-26T11:46:11	3-filename-datestamp		2026-08-26T11:46	phase_measure_theory	12315	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-114611_research-synthesis-universe-according-to-the-vedas-lord-and-zero-lens.md
1019	Q00372	3|2026-08-26T11:49:48	3-filename-datestamp		2026-08-26T11:49	phase_measure_theory	13094	69	9	d_32000,d_i1,d_i2,expand,Inaccessible,Assessed,AssessmentTime,multi,LORD	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-114948_ganapati-atharvashirsha-synthesis-review.md
1020	Q00373	3|2026-08-26T11:57:11	3-filename-datestamp		2026-08-26T11:57	phase_measure_theory	15410	83	3	KnowledgeValue,Religious,RuleSet	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-115711_what-exactly-is-the-ideal-state.md
1021	Q00374	3|2026-08-26T11:57:57	3-filename-datestamp		2026-08-26T11:57	phase_measure_theory	12148	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-115757_research-synthesis-24-undefined-questions-path-forward.md
1022	Q00375	3|2026-08-26T12:18:29	3-filename-datestamp		2026-08-26T12:18	phase_measure_theory	12474	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-121829_strategic-analysis-bhagavad-gita-as-lens-for-research-questions.md
1023	Q00376	3|2026-08-26T12:19:09	3-filename-datestamp		2026-08-26T12:19	phase_measure_theory	10936	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-121909_lord-lens-infinite-knowledge-space-and-knowledge-as-element-duplicate.md
1024	Q00377	3|2026-08-26T12:21:56	3-filename-datestamp		2026-08-26T12:21	phase_measure_theory	36442	102	2	using,TrustedSource	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-122156_most-important-discovery-of-the-round.md
1025	Q00378	3|2026-08-26T12:24:35	3-filename-datestamp		2026-08-26T12:24	phase_measure_theory	16896	119	7	SystemX,Legitimacy,Phrase,T_observation,T_assessment,T_decision,T_validity	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-122435_remaining-undefined-things-in-the-model.md
1026	Q00379	3|2026-08-26T12:37:19	3-filename-datestamp		2026-08-26T12:37	phase_measure_theory	15867	31	2	let,Bhagavad	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-123719_cleaner-formulation-for-knowledgeos.md
1027	Q00380	3|2026-08-26T13:41:20	3-filename-datestamp		2026-08-26T13:41	phase_measure_theory	5217	11	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-134120_using-the-gita-differently-from-an-ordinary-research-source.md
1028	Q00381	3|2026-08-26T13:55:15	3-filename-datestamp		2026-08-26T13:55	phase_measure_theory	12660	25	11	Enemy,I_Nab,Dhritarashtra,Knowledge_Battlefield,Positioning,Relative,Friend,ObservedState_Arjuna,PossibleState,IdealState_t+1,Seeing	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-135515_gita-chapter-1-as-first-observation.md
1029	Q00382	3|2026-08-26T13:55:25	3-filename-datestamp		2026-08-26T13:55	phase_measure_theory	12648	25	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-135525_gita-chapter-1-as-first-observation-variant.md
1030	Q00383	3|2026-08-26T13:59:36	3-filename-datestamp		2026-08-26T13:59	phase_measure_theory	10658	21	5	DecisionOwner,plays,Knowledge_battlefield,Unknown_Knower,Unknown_Reality	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-135936_strongest-architectural-mapping-so-far-chapter-01.md
1031	Q00384	3|2026-08-26T14:01:37	3-filename-datestamp		2026-08-26T14:01	phase_measure_theory	8821	18	7	I_N,Gaps,L_S,L_A,Understanding_t,Zero_S,Zero_A	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-140137_two-epistemic-layers-as-strong-architecture.md
1032	Q00385	3|2026-08-26T14:28:56	3-filename-datestamp		2026-08-26T14:28	phase_measure_theory	9600	3	3	Driven,Meaningful,Transfer	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-142856_validating-and-formalizing-the-principles.md
1033	Q00386	3|2026-08-26T14:30:46	3-filename-datestamp		2026-08-26T14:30	phase_measure_theory	9600	3	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-143046_validating-and-formalizing-the-principles-duplicate.md
1034	Q00387	3|2026-08-26T14:32:31	3-filename-datestamp		2026-08-26T14:32	phase_measure_theory	6903	23	3	Reframing,Debug,Understanding_Knower	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-143231_refining-the-krishna-lens.md
1035	Q00388	3|2026-08-26T14:35:00	3-filename-datestamp		2026-08-26T14:35	phase_measure_theory	8126	4	1	U_Dec	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-143500_masterful-synthesis-lord-lens-omega.md
1036	Q00389	3|2026-08-26T14:40:17	3-filename-datestamp		2026-08-26T14:40	phase_measure_theory	26256	9	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-144017_gita-chapter-2-reading.md
1037	Q00390	3|2026-08-26T15:12:25	3-filename-datestamp		2026-08-26T15:12	phase_measure_theory	41243	51	9	guides,StateKnowledge,Maker,Kurukshetra,battle,Diagnosis,Actionable,Progress,KnowerContext	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-151225_rigorous-analysis-of-the-sanjaya-layer.md
1038	Q00391	3|2026-08-26T15:12:44	3-filename-datestamp		2026-08-26T15:12	phase_measure_theory	11129	27	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-151244_second-correction-sarathi-does-not-own-the-frame.md
1039	Q00392	3|2026-08-26T15:15:34	3-filename-datestamp		2026-08-26T15:15	phase_measure_theory	5904	15	3	Navigation,GuidedInquiry,Reveal	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-151534_right-architectural-interpretation-now.md
1040	Q00393	3|2026-08-26T15:21:40	3-filename-datestamp		2026-08-26T15:21	phase_measure_theory	8196	22	2	D_101,Weight	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-152140_zero-reveals-relevant-is-still-undefined.md
1041	Q00394	3|2026-08-26T15:51:27	3-filename-datestamp		2026-08-26T15:51	phase_measure_theory	10105	5	2	Making,Ontological	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-155127_zero-findings-formal-summary.md
1042	Q00395	3|2026-08-26T15:54:03	3-filename-datestamp		2026-08-26T15:54	phase_measure_theory	13189	51	7	might,Expand,Expose,K_L,InquiryPath,beyond,Decision_human	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-155403_krishna-lens.md
1043	Q00396	3|2026-08-26T15:55:20	3-filename-datestamp		2026-08-26T15:55	phase_measure_theory	13189	51	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-155520_krishna-lens-duplicate.md
1044	Q00397	3|2026-08-26T16:00:24	3-filename-datestamp		2026-08-26T16:00	phase_measure_theory	19714	46	8	K_r,K_accessible,HumanAction,K_context,him,serve,adapts,Itself	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-160024_the-human-knower-cleaner-formulation.md
1045	Q00398	3|2026-08-26T16:03:22	3-filename-datestamp		2026-08-26T16:03	phase_measure_theory	10350	16	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-160322_core-architecture-lord-krishna-knowledgeos-human-knower.md
1046	Q00399	3|2026-08-26T16:06:57	3-filename-datestamp		2026-08-26T16:06	phase_measure_theory	13483	66	4	K_V,Navigate,D_suspected,Warning	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-160657_what-we-have-solved-and-what-remains.md
1047	Q00400	3|2026-08-26T16:10:35	3-filename-datestamp		2026-08-26T16:10	phase_measure_theory	19950	157	6	DR_t,R_Tue,Sanjaya_A,S_Tue,d_j,host	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-161035_start-with-the-underlying-reality.md
1048	Q00401	3|2026-08-26T16:13:09	3-filename-datestamp		2026-08-26T16:13	phase_measure_theory	22929	81	2	Sanjaya,config	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-161309_knowledgeos-a-mathematical-architecture-for-epistemic-systems.md
1049	Q00402	3|2026-08-26T16:15:51	3-filename-datestamp		2026-08-26T16:15	phase_measure_theory	22929	81	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-161551_knowledgeos-a-mathematical-architecture-for-epistemic-systems-duplicate.md
1050	Q00403	3|2026-08-26T16:23:58	3-filename-datestamp		2026-08-26T16:23	phase_measure_theory	11258	43	2	D_K,rcl	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-162358_proposed-order-of-investigation.md
1051	Q00404	3|2026-08-26T16:25:27	3-filename-datestamp		2026-08-26T16:25	phase_measure_theory	18748	71	5	S_Mon,ObsAct,DimensionSpace,Single,ObservationAct	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-162527_phase-1-what-is-being-observed.md
1052	Q00405	3|2026-08-26T16:36:10	3-filename-datestamp		2026-08-26T16:36	phase_measure_theory	32246	91	13	Relatives,P_O,P_D,Battlefield,KnowerState,war,moral,moment,begins,Increased,Decreased,Warrior,Commander	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-163610_arjuna-as-observer-a-knowledgeos-analysis.md
1053	Q00406	3|2026-08-26T16:37:35	3-filename-datestamp		2026-08-26T16:37	phase_measure_theory	9350	25	6	D_5,D_6,Depth_t+1,Uncertainty_t,FurtherInquiry,Investigation_t+1	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-163735_the-investigation-is-progressive.md
1054	Q00407	3|2026-08-26T16:41:23	3-filename-datestamp		2026-08-26T16:41	phase_measure_theory	27632	97	5	Further,Falsehood,Side,Kinsman,freeze	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-164123_what-zero-does-does-zero-belong-to-knowledgeos.md
1055	Q00408	3|2026-08-26T16:57:43	3-filename-datestamp		2026-08-26T16:57	phase_measure_theory	22678	59	11	Bhishma,d_general,d_specialized,RelationshipTo,Opponent,kill,S_1+,S_2+,S_derived,Variation,Relationship_Type	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-165743_question-2-what-is-a-dimension.md
1056	Q00409	3|2026-08-26T17:03:13	3-filename-datestamp		2026-08-26T17:03	phase_measure_theory	24404	73	14	D_Q,D_L,D_Pattern,D_C,D_Domain,D_Z,NewQuestions,D_represented,ValueDiscovery,ObserverIntent,ConflictSide,NewDimensions,D_discovered,Assuming	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-170313_observer-asks-knowledgeos-reconstructs-the-dimensions.md
1057	Q00410	3|2026-08-26T17:09:48	3-filename-datestamp		2026-08-26T17:09	phase_measure_theory	29503	39	12	parser,NL,Tree,Surface,Moral,Family,Progressive,Fight,Entity_1,GrandfatherOf,Entity_2,Grammar	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-170948_why-a-c-type-parser-is-useful.md
1058	Q00411	3|2026-08-26T17:14:11	3-filename-datestamp		2026-08-26T17:14	phase_measure_theory	30736	47	5	Show,me,begin,Alliance,Karmic	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-171411_mathematical-redefinition-dimension-discovery-and-natural-language-parsing.md
1059	Q00412	3|2026-08-26T17:15:08	3-filename-datestamp		2026-08-26T17:15	phase_measure_theory	6199	10	3	CParser,SanskritParser,Parser	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-171508_why-parsing-belongs-inside-knowledgeos.md
1060	Q00413	3|2026-08-26T17:18:48	3-filename-datestamp		2026-08-26T17:18	phase_measure_theory	25730	24	9	SR,LearnFrom,Guess,P_struct,P_sanskrit,P_domain,SR_struct,SR_semantic,SR_domain	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-171848_architectural-ownership-of-semantic-reconstruction.md
1061	Q00414	3|2026-08-26T17:22:47	3-filename-datestamp		2026-08-26T17:22	phase_measure_theory	24466	44	2	Axis,period	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-172247_mathematical-review-of-the-knowledgeos-model.md
1062	Q00415	3|2026-08-26T17:27:32	3-filename-datestamp		2026-08-26T17:27	phase_measure_theory	40631	90	5	Atom,Chain,Identical,Unrelated,Opposing	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-172732_the-knowledgeos-knowledge-atom.md
1063	Q00416	3|2026-08-26T17:29:33	3-filename-datestamp		2026-08-26T17:29	phase_measure_theory	23796	64	3	Thresholds,Unreliable,Personal	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-172933_question-4-evidence-and-epistemic-state-transition.md
1064	Q00417	3|2026-08-26T17:30:48	3-filename-datestamp		2026-08-26T17:30	phase_measure_theory	22143	61	5	ChallengeTime,Issues,ZeroChallenge,LordChallenge,Additional	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-173048_question-5-comparing-and-challenging-assertions.md
1065	Q00418	3|2026-08-26T17:32:11	3-filename-datestamp		2026-08-26T17:32	phase_measure_theory	24214	68	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-173211_question-5-comparing-and-challenging-assertions-v2.md
1066	Q00419	3|2026-08-26T17:33:18	3-filename-datestamp		2026-08-26T17:33	phase_measure_theory	12342	42	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-173318_question-4a-what-exactly-is-an-epistemic-state.md
1067	Q00420	3|2026-08-26T17:33:37	3-filename-datestamp		2026-08-26T17:33	phase_measure_theory	11367	52	6	Compare_P,Compare_A,OpposingSide,CONTRADICTION,Priorities,EvidenceNeeded	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-173337_review-comparison-should-compare-propositions-first.md
1068	Q00421	3|2026-08-26T17:34:35	3-filename-datestamp		2026-08-26T17:34	phase_measure_theory	26597	72	5	Overwrite,Previous,StateUpdate,ValueUpdate,Retire	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-173435_question-5-updating-and-preserving-assertions.md
1069	Q00422	3|2026-08-26T17:35:37	3-filename-datestamp		2026-08-26T17:35	phase_measure_theory	13025	43	3	War,Unexplored,Lord_t	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-173537_review-an-update-does-not-necessarily-create-a-new-assertion.md
1070	Q00423	3|2026-08-26T17:38:53	3-filename-datestamp		2026-08-26T17:38	phase_measure_theory	12058	72	8	R_m,Z_q,L_r,E_ij,AddAssertion,AddEvidence,AddZero,AddLord	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-173853_question-6-what-is-a-knowledge-state.md
1071	Q00424	3|2026-08-26T17:42:15	3-filename-datestamp		2026-08-26T17:42	phase_measure_theory	38481	184	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-174215_knowledgeos-the-complete-mathematical-model.md
1072	Q00425	3|2026-08-26T17:48:10	3-filename-datestamp		2026-08-26T17:48	phase_measure_theory	43132	176	4	K_J,member,Containment,Inclusion	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-174810_question-7-what-is-knowledge-itself.md
1073	Q00426	3|2026-08-26T17:51:40	3-filename-datestamp		2026-08-26T17:51	phase_measure_theory	41314	144	2	ConflictFree,CoherenceScore	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-175140_question-8-what-makes-a-knowledge-state-coherent.md
1074	Q00427	3|2026-08-26T17:51:49	3-filename-datestamp		2026-08-26T17:51	phase_measure_theory	12143	34	8	IsInstanceOf,SameScope,SemanticRule,t_obs,Conflict_logical,Conflict_epistemic,Conflict_normative,Conflict_decision	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-175149_verdict-on-the-preceding-question.md
1075	Q00428	3|2026-08-26T17:54:58	3-filename-datestamp		2026-08-26T17:54	phase_measure_theory	22698	64	7	Incoherence,ResolveLogical,dharma,via,Strategy,Conflict_A,Conflict_I	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-175458_question-9-what-is-a-conflict-and-how-is-it-resolved.md
1076	Q00429	3|2026-08-26T17:57:31	3-filename-datestamp		2026-08-26T17:57	phase_measure_theory	29550	94	12	ContextualGap,Deficiency,Tension,Something,GapType,DetectGaps,ResolveGap,GapDegree,ConflictDegree,ZeroScore,Diagnose,MissingValue	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-175731_question-10-what-is-a-gap-and-how-does-it-differ-from-a-conflict.md
